case_number,region,start_date,center_lon,center_lat,center_x,center_y,month,sea_ice_fraction,mean_sea_ice_concentration,start_doy
NA,baffin_bay,2011-05-21,-87.07927847899963,74.08579168728893,-1162500.0,-1287500.0,5,1.0,0.7620000243186951,141
NA,baffin_bay,2012-03-13,-55.76814456110783,71.0225374581592,-387500.0,-2037500.0,3,1.0,0.8889999985694885,73
020,baffin_bay,2012-04-19,-79.5792876032055,75.63723535800011,-887500.0,-1287500.0,4,1.0,0.8730000257492065,110
021,baffin_bay,2012-04-22,-72.25532837494306,77.20090337870023,-637500.0,-1237500.0,4,1.0,0.6869999766349792,113
NA,baffin_bay,2012-08-21,-53.23097510119032,71.61488275655518,-287500.0,-1987500.0,8,0.571,0.6200000047683716,234
022,baffin_bay,2013-03-08,-74.81416273779868,78.20371977365892,-637500.0,-1112500.0,3,1.0,0.8450000286102295,67
023,baffin_bay,2014-03-29,-55.92280471986926,70.09851433514446,-412500.0,-2137500.0,3,1.0,0.9120000004768372,88
NA,baffin_bay,2014-06-16,-62.93889386252676,73.2564266467685,-562500.0,-1737500.0,6,1.0,0.7039999961853027,167
NA,baffin_bay,2014-06-16,-60.32691788792218,73.94928535910451,-462500.0,-1687500.0,6,0.92,0.5199999809265137,167
024,baffin_bay,2015-03-12,-81.96428928946521,76.05793463023313,-912500.0,-1212500.0,3,1.0,0.8579999804496765,71
NA,baffin_bay,2015-05-31,-70.9533757023642,75.57197451740649,-687500.0,-1412500.0,5,0.68,0.45899999141693115,151
NA,baffin_bay,2015-07-13,-59.27530652920937,70.07279017283933,-537500.0,-2112500.0,7,0.8,0.5899999737739563,194
NA,baffin_bay,2015-09-26,-79.5792876032055,75.63723535800011,-887500.0,-1287500.0,9,0.444,0.44600000977516174,269
NA,baffin_bay,2016-03-09,-54.293308599397115,70.87953049567186,-337500.0,-2062500.0,3,1.0,0.7879999876022339,69
NA,baffin_bay,2016-04-27,-54.52002186577415,71.32308908566749,-337500.0,-2012500.0,4,1.0,0.5460000038146973,118
NA,baffin_bay,2016-04-29,-71.78290480217515,76.48837249850995,-662500.0,-1312500.0,4,1.0,0.6330000162124634,120
NA,baffin_bay,2016-07-20,-68.74949449286676,80.56548839982806,-412500.0,-937500.0,7,1.0,0.6970000267028809,202
NA,baffin_bay,2017-03-03,-68.89516141507036,80.0535660710315,-437500.0,-987500.0,3,1.0,0.9039999842643738,62
NA,baffin_bay,2017-04-19,-70.70995378081126,79.65342561129911,-487500.0,-1012500.0,4,1.0,0.8569999933242798,109
NA,baffin_bay,2017-05-24,-78.0792614600777,75.07103215101803,-887500.0,-1362500.0,5,0.909,0.42800000309944153,144
NA,baffin_bay,2017-06-06,-62.37892501692447,74.25652167447491,-512500.0,-1637500.0,6,1.0,0.5839999914169312,157
NA,baffin_bay,2017-07-13,-74.05460409907714,72.3157169715812,-937500.0,-1687500.0,7,1.0,0.6460000276565552,194
NA,baffin_bay,2018-03-03,-66.13982480865765,80.74063169110592,-362500.0,-937500.0,3,1.0,0.8679999709129333,62
NA,baffin_bay,2018-09-25,-94.6533515872684,75.98690648138273,-1162500.0,-987500.0,9,1.0,0.7710000276565552,268
NA,baffin_bay,2019-03-24,-72.28420729362306,77.71099327658386,-612500.0,-1187500.0,3,1.0,0.8320000171661377,83
NA,baffin_bay,2019-05-16,-66.37062226934319,75.82015542618574,-562500.0,-1437500.0,5,0.895,0.5350000262260437,136
032,baffin_bay,2019-05-23,-84.23211110208587,73.86538924964248,-1112500.0,-1362500.0,5,1.0,0.8759999871253967,143
033,baffin_bay,2019-09-25,-76.80938928779315,79.30290332206089,-612500.0,-987500.0,9,1.0,0.8220000267028809,268
441,baffin_bay,2020-07-26,-92.09525256462383,76.66772154668719,-1062500.0,-987500.0,7,1.0,0.7889999747276306,208
NA,baffin_bay,2020-07-27,-77.06194368281355,77.65560512052701,-712500.0,-1137500.0,7,0.625,0.5839999914169312,209
NA,baffin_bay,2020-08-24,-90.0,77.16001896279468,-987500.0,-987500.0,8,1.0,0.5680000185966492,237
NA,baffin_bay,2020-09-17,-93.66778805553142,77.29545291605493,-1037500.0,-912500.0,9,1.0,0.8059999942779541,261
NA,baffin_bay,2021-03-22,-79.06618321424422,75.44953510183355,-887500.0,-1312500.0,3,1.0,0.8849999904632568,81
NA,baffin_bay,2021-04-07,-53.615648184164115,70.91450139188586,-312500.0,-2062500.0,4,1.0,0.9120000004768372,97
036,baffin_bay,2021-06-02,-72.18111108547723,75.6736250602886,-712500.0,-1387500.0,6,1.0,0.7580000162124634,153
NA,baffin_bay,2021-06-21,-61.18920625702693,71.53101085456973,-562500.0,-1937500.0,6,0.96,0.7689999938011169,172
NA,baffin_bay,2021-06-26,-69.96898731910227,73.4369525124164,-762500.0,-1637500.0,6,1.0,0.7210000157356262,177
037,baffin_bay,2021-08-04,-68.19859051364818,80.3552085203289,-412500.0,-962500.0,8,1.0,0.6620000004768372,216
NA,baffin_bay,2022-04-30,-53.615648184164115,70.91450139188586,-312500.0,-2062500.0,4,1.0,0.8930000066757202,120
045,baffin_bay,2022-05-30,-73.3611943295737,75.26078556750505,-762500.0,-1412500.0,5,1.0,0.7850000262260437,150
046,baffin_bay,2022-06-17,-79.9579763644705,74.18734019461445,-987500.0,-1412500.0,6,1.0,0.49399998784065247,168
NA,baffin_bay,2022-08-04,-63.012109418251505,70.40742728465615,-662500.0,-2037500.0,8,0.48,0.4860000014305115,216
NA,baffin_bay,2022-08-10,-89.31793960682735,76.35354594035213,-1037500.0,-1062500.0,8,1.0,0.6420000195503235,222
048,baffin_bay,2022-09-11,-91.52752544221292,77.8010134696761,-962500.0,-912500.0,9,1.0,0.5730000138282776,254
NA,barents-kara_seas,2003-03-30,53.498558879493686,79.87489155327356,1087500.0,162500.0,3,1.0,0.9089999794960022,89
049,barents-kara_seas,2003-09-02,75.06858282186246,77.38241922904824,1187500.0,687500.0,9,1.0,0.652999997138977,245
050,barents-kara_seas,2004-05-19,59.39359296849051,76.59724556696548,1412500.0,362500.0,5,0.458,0.3799999952316284,140
NA,barents-kara_seas,2004-08-12,27.323891301346535,79.01154396059906,1137500.0,-362500.0,8,0.652,0.3569999933242798,225
052,barents-kara_seas,2004-09-16,65.94265054998827,80.01651358186676,1012500.0,387500.0,9,0.48,0.4819999933242798,260
NA,barents-kara_seas,2005-05-16,57.13132106663251,77.41988032626132,1337500.0,287500.0,5,1.0,0.7739999890327454,136
NA,barents-kara_seas,2005-06-02,48.964654722856125,78.3561695791558,1262500.0,87500.0,6,1.0,0.5979999899864197,153
NA,barents-kara_seas,2005-06-15,64.13364320590549,72.18479274215356,1837500.0,637500.0,6,1.0,0.718999981880188,166
061,barents-kara_seas,2005-07-18,70.70995378081126,79.65342561129911,1012500.0,487500.0,7,0.8,0.5440000295639038,199
NA,barents-kara_seas,2005-08-31,67.20940915821498,69.1597208486606,2112500.0,862500.0,8,0.438,0.6470000147819519,243
NA,barents-kara_seas,2006-05-24,70.23283132320836,78.93517357895364,1087500.0,512500.0,5,1.0,0.8109999895095825,144
NA,barents-kara_seas,2006-06-03,58.6097318958122,78.75592207069384,1187500.0,287500.0,6,1.0,0.7099999785423279,154
NA,barents-kara_seas,2007-04-10,38.55046529615773,76.70310451984727,1437500.0,-162500.0,4,0.92,0.49000000953674316,100
NA,barents-kara_seas,2007-07-30,58.94059117029002,73.34954438997262,1762500.0,437500.0,7,0.565,0.5509999990463257,211
NA,barents-kara_seas,2008-04-04,51.76617482255306,69.6408408907028,2212500.0,262500.0,4,1.0,0.7910000085830688,95
NA,barents-kara_seas,2008-05-22,73.19130837379315,73.74039804140637,1562500.0,837500.0,5,1.0,0.7139999866485596,143
NA,barents-kara_seas,2008-07-03,65.4925947698703,77.84844086469562,1237500.0,462500.0,7,0.64,0.546999990940094,185
NA,barents-kara_seas,2008-09-06,73.2542494616799,70.91450139188586,1837500.0,987500.0,9,1.0,0.6679999828338623,250
NA,barents-kara_seas,2008-09-29,29.511498557090313,80.08543769912704,1037500.0,-287500.0,9,0.913,0.6710000038146973,273
070,barents-kara_seas,2009-03-02,33.49518467374119,76.7504339106868,1412500.0,-287500.0,3,0.84,0.6439999938011169,61
071,barents-kara_seas,2010-03-11,68.47739989209293,77.592012065461,1237500.0,537500.0,3,0.88,0.5070000290870667,70
NA,barents-kara_seas,2010-04-12,70.88027367006886,77.09894309562077,1262500.0,612500.0,4,1.0,0.8289999961853027,102
NA,barents-kara_seas,2011-05-07,54.93409747035657,69.47827887587407,2212500.0,387500.0,5,0.68,0.5559999942779541,127
072,barents-kara_seas,2011-05-10,53.86462338841079,77.32023765750544,1362500.0,212500.0,5,0.76,0.492000013589859,130
073,barents-kara_seas,2011-06-01,62.24145939893998,72.61040758093598,1812500.0,562500.0,6,0.96,0.5400000214576721,152
NA,barents-kara_seas,2011-06-11,72.57013718233216,75.36731330241837,1412500.0,737500.0,6,0.76,0.5699999928474426,162
074,barents-kara_seas,2011-08-05,63.019769281777144,79.95331911853829,1037500.0,337500.0,8,0.958,0.6589999794960022,217
NA,barents-kara_seas,2011-09-25,73.00917670801385,71.72170996953872,1762500.0,937500.0,9,0.727,0.6399999856948853,268
NA,barents-kara_seas,2012-05-08,73.22877618136957,77.60470379256802,1187500.0,637500.0,5,0.84,0.7300000190734863,129
NA,barents-kara_seas,2012-06-21,60.85192815428696,80.30608534729656,1012500.0,287500.0,6,0.833,0.7049999833106995,173
NA,barents-kara_seas,2013-03-10,53.31764924410641,70.2484269180065,2137500.0,312500.0,3,1.0,0.6909999847412109,69
076,barents-kara_seas,2013-04-22,41.57612875506932,76.53492076460785,1462500.0,-87500.0,4,0.52,0.5509999990463257,112
NA,barents-kara_seas,2013-07-17,81.97276248956804,77.19680887286131,1112500.0,837500.0,7,0.52,0.578000009059906,198
077,barents-kara_seas,2013-09-24,67.20940915821498,69.1597208486606,2112500.0,862500.0,9,0.562,0.45100000500679016,267
079,barents-kara_seas,2014-05-01,60.87594650522258,76.97767857802384,1362500.0,387500.0,5,1.0,0.6190000176429749,121
080,barents-kara_seas,2014-06-21,37.665621198583295,78.28866110333007,1262500.0,-162500.0,6,0.64,0.335999995470047,172
081,barents-kara_seas,2014-07-08,49.707852244372226,80.18168529276582,1062500.0,87500.0,7,0.706,0.5879999995231628,189
082,barents-kara_seas,2015-03-03,56.04890567165475,70.31863356852487,2112500.0,412500.0,3,1.0,0.8180000185966492,62
083,barents-kara_seas,2015-04-26,31.12247019679199,79.92187339683146,1062500.0,-262500.0,4,1.0,0.9129999876022339,116
084,barents-kara_seas,2015-04-28,54.40922140811018,69.73653112317245,2187500.0,362500.0,4,0.64,0.5379999876022339,118
NA,barents-kara_seas,2015-07-07,57.63906244063011,70.66581747716035,2062500.0,462500.0,7,0.3,0.5170000195503235,188
NA,barents-kara_seas,2016-04-13,33.94358701975182,79.7970788154067,1087500.0,-212500.0,4,1.0,0.7450000047683716,104
086,barents-kara_seas,2016-08-29,66.97450799147197,68.9526759275163,2137500.0,862500.0,8,0.6,0.5320000052452087,242
NA,barents-kara_seas,2016-09-12,67.20940915821498,69.1597208486606,2112500.0,862500.0,9,0.438,0.6069999933242798,256
NA,barents-kara_seas,2017-03-19,32.27564431457764,79.03072161162738,1162500.0,-262500.0,3,1.0,0.7960000038146973,78
089,barents-kara_seas,2017-06-21,57.21571913413086,78.58415768279158,1212500.0,262500.0,6,0.84,0.44999998807907104,172
NA,barents-kara_seas,2017-08-04,36.86989764584403,79.42174551432419,1137500.0,-162500.0,8,0.88,0.39899998903274536,216
NA,barents-kara_seas,2018-03-27,67.27026792005532,76.96159799481292,1312500.0,537500.0,3,1.0,0.8560000061988831,86
NA,barents-kara_seas,2018-04-20,47.07003065304111,80.43765149377293,1037500.0,37500.0,4,1.0,0.7070000171661377,110
NA,barents-kara_seas,2018-05-20,48.144957464698024,79.51178039413958,1137500.0,62500.0,5,1.0,0.7239999771118164,140
NA,barents-kara_seas,2018-07-14,65.68069138881708,71.53101085456973,1887500.0,712500.0,7,0.68,0.5379999876022339,195
NA,barents-kara_seas,2018-08-01,65.06570489742342,69.69114338532995,2087500.0,762500.0,8,0.429,0.45899999141693115,213
NA,barents-kara_seas,2018-09-03,66.8605382367883,69.45090611913679,2087500.0,837500.0,9,0.389,0.5389999747276306,246
NA,barents-kara_seas,2019-03-19,54.73698827040275,70.39957513215944,2112500.0,362500.0,3,1.0,0.6980000138282776,78
NA,barents-kara_seas,2019-03-28,63.43494882292202,70.12427439956157,2062500.0,687500.0,3,1.0,0.5740000009536743,87
NA,barents-kara_seas,2019-04-04,71.34211152588045,76.7939733429557,1287500.0,637500.0,4,1.0,0.7300000190734863,94
NA,barents-kara_seas,2019-08-14,32.680554743363395,79.75068045859918,1087500.0,-237500.0,8,0.917,0.6629999876022339,226
NA,barents-kara_seas,2019-08-26,30.510237406115554,79.42174551432419,1112500.0,-287500.0,8,0.8,0.5569999814033508,238
NA,barents-kara_seas,2019-09-15,66.6258356349518,69.24316727568944,2112500.0,837500.0,9,0.562,0.4830000102519989,258
NA,barents-kara_seas,2020-04-07,50.93741609948152,75.57197451740649,1562500.0,162500.0,4,0.96,0.6890000104904175,98
092,barents-kara_seas,2020-07-01,63.83843355798077,79.66361897791533,1062500.0,362500.0,7,0.96,0.8479999899864197,183
NA,barents-kara_seas,2020-08-15,67.20940915821498,69.1597208486606,2112500.0,862500.0,8,0.438,0.5260000228881836,228
NA,barents-kara_seas,2021-06-03,74.67848992513521,77.69392342577358,1162500.0,662500.0,6,0.84,0.6010000109672546,154
NA,barents-kara_seas,2021-07-26,81.57303097851934,76.69523322232378,1162500.0,862500.0,7,0.76,0.6380000114440918,207
095,barents-kara_seas,2021-08-25,66.97450799147197,68.9526759275163,2137500.0,862500.0,8,0.6,0.5220000147819519,237
NA,barents-kara_seas,2022-03-16,51.05898772397835,69.44344767515707,2237500.0,237500.0,3,0.913,0.722000002861023,75
NA,barents-kara_seas,2022-05-29,54.16234704572172,79.16107917916902,1162500.0,187500.0,5,1.0,0.7699999809265137,149
NA,barents-kara_seas,2022-06-24,70.1278241807561,75.66998176376141,1412500.0,662500.0,6,0.92,0.5199999809265137,175
NA,barents-kara_seas,2022-07-17,82.87498365109822,78.19926657188151,1012500.0,787500.0,7,0.56,0.640999972820282,198
NA,barents-kara_seas,2022-09-23,66.6258356349518,69.24316727568944,2112500.0,837500.0,9,0.375,0.4580000042915344,266
NA,beaufort_sea,2003-03-02,-137.26475454822344,69.76432226677822,-2212500.0,87500.0,3,1.0,0.9279999732971191,61
NA,beaufort_sea,2003-04-20,-130.6525430924403,70.3969584999382,-2137500.0,-162500.0,4,1.0,0.9169999957084656,110
098,beaufort_sea,2003-04-22,-125.0316438295262,70.84194606079423,-2062500.0,-362500.0,4,1.0,0.7570000290870667,112
099,beaufort_sea,2003-05-27,-128.74096369487776,72.1471600292256,-1937500.0,-212500.0,5,1.0,0.7749999761581421,147
NA,beaufort_sea,2003-06-03,-137.87836949973402,69.53064607840177,-2237500.0,112500.0,6,1.0,0.8949999809265137,154
107,beaufort_sea,2003-06-16,-133.970845195694,70.89835244968855,-2087500.0,-37500.0,6,0.96,0.6769999861717224,167
108,beaufort_sea,2003-06-21,-134.67991517621832,69.55563390274885,-2237500.0,-12500.0,6,1.0,0.7269999980926514,172
NA,beaufort_sea,2003-09-23,-146.30993247402023,76.52715115354981,-1437500.0,287500.0,9,0.88,0.5559999942779541,266
110,beaufort_sea,2004-04-28,-123.02386755579664,70.71368136655593,-2062500.0,-437500.0,4,1.0,0.9100000262260437,119
NA,beaufort_sea,2004-07-22,-140.4575534851046,71.94595513602093,-1962500.0,187500.0,7,1.0,0.7279999852180481,204
NA,beaufort_sea,2004-09-28,-139.16650488554868,72.65805094008748,-1887500.0,137500.0,9,0.48,0.4059999883174896,272
NA,beaufort_sea,2005-07-23,-145.59733514502358,71.94881269846735,-1937500.0,362500.0,7,1.0,0.8240000009536743,204
NA,beaufort_sea,2005-08-09,-120.85420450589702,75.43878308930115,-1537500.0,-387500.0,8,1.0,0.7549999952316284,221
NA,beaufort_sea,2005-08-26,-140.12316553712816,73.31533756513186,-1812500.0,162500.0,8,1.0,0.8529999852180481,238
NA,beaufort_sea,2006-03-18,-141.19641342910435,69.88862355096322,-2187500.0,237500.0,3,1.0,0.8740000128746033,77
NA,beaufort_sea,2006-05-09,-116.84050953321324,74.90445120146457,-1562500.0,-512500.0,5,1.0,0.8939999938011169,129
NA,beaufort_sea,2006-05-23,-125.21759296819272,73.13925622868288,-1812500.0,-312500.0,5,1.0,0.6299999952316284,143
NA,beaufort_sea,2007-04-20,-139.84400037508067,69.7087811271754,-2212500.0,187500.0,4,1.0,0.8989999890327454,110
NA,beaufort_sea,2007-05-23,-118.26851278712914,70.5414354389891,-2037500.0,-612500.0,5,1.0,0.9279999732971191,143
115,beaufort_sea,2007-07-11,-128.15722658736905,75.54667811712906,-1562500.0,-187500.0,7,1.0,0.8149999976158142,192
442,beaufort_sea,2007-09-02,-139.73343833057547,71.96596819248917,-1962500.0,162500.0,9,0.48,0.3619999885559082,245
NA,beaufort_sea,2008-04-05,-128.5853981926603,70.55726640011108,-2112500.0,-237500.0,4,1.0,0.9229999780654907,96
NA,beaufort_sea,2008-06-16,-150.61584287404872,70.88221812994226,-2012500.0,562500.0,6,1.0,0.671999990940094,168
NA,beaufort_sea,2009-06-08,-130.6012946450045,70.620729228532,-2112500.0,-162500.0,6,0.72,0.4050000011920929,159
NA,beaufort_sea,2009-09-11,-139.80795396303046,77.65560512052701,-1337500.0,112500.0,9,0.84,0.7020000219345093,254
116,beaufort_sea,2010-03-30,-116.01678294077378,74.83217276492898,-1562500.0,-537500.0,3,1.0,0.9150000214576721,89
NA,beaufort_sea,2010-07-08,-131.39872188277656,73.5752989316775,-1787500.0,-112500.0,7,1.0,0.7269999980926514,189
NA,beaufort_sea,2010-08-18,-151.55707137563667,76.69523322232378,-1387500.0,412500.0,8,1.0,0.4830000102519989,230
118,beaufort_sea,2010-09-25,-139.55376797915864,76.9736565092582,-1412500.0,112500.0,9,1.0,0.8140000104904175,268
119,beaufort_sea,2011-06-08,-128.43123587817888,71.003583622892,-2062500.0,-237500.0,6,1.0,0.37700000405311584,159
NA,beaufort_sea,2011-09-24,-153.434948822922,77.27895742894742,-1312500.0,437500.0,9,0.52,0.39500001072883606,267
NA,beaufort_sea,2012-05-11,-125.47533202821,72.69387464542868,-1862500.0,-312500.0,5,1.0,0.5210000276565552,132
NA,beaufort_sea,2012-05-13,-126.66563548264216,71.8377223012713,-1962500.0,-287500.0,5,0.913,0.46700000762939453,134
NA,beaufort_sea,2012-09-07,-105.56151032532848,76.67557602743443,-1262500.0,-712500.0,9,1.0,0.7400000095367432,251
NA,beaufort_sea,2013-09-26,-136.0809241866607,71.7980197587983,-1987500.0,37500.0,9,1.0,0.6600000262260437,269
NA,beaufort_sea,2014-06-16,-135.33505921860913,70.45198691108551,-2137500.0,12500.0,6,1.0,0.6800000071525574,167
NA,beaufort_sea,2014-08-03,-125.8926656877456,74.777344181454,-1637500.0,-262500.0,8,0.958,0.5479999780654907,215
122,beaufort_sea,2014-08-18,-116.84050953321324,74.90445120146457,-1562500.0,-512500.0,8,1.0,0.8669999837875366,230
NA,beaufort_sea,2014-09-05,-155.96571184055742,76.83368387171178,-1337500.0,512500.0,9,0.76,0.6150000095367432,248
NA,beaufort_sea,2015-04-27,-136.60002471514775,69.54813408459246,-2237500.0,62500.0,4,1.0,0.7829999923706055,117
NA,beaufort_sea,2015-04-27,-122.36093755936987,70.66581747716035,-2062500.0,-462500.0,4,1.0,0.8180000185966492,117
NA,beaufort_sea,2015-07-10,-118.5324532069973,71.03608833516532,-1987500.0,-587500.0,7,0.85,0.6100000143051147,191
NA,beaufort_sea,2015-07-30,-135.55625222708068,78.15482914358479,-1287500.0,12500.0,7,1.0,0.6819999814033508,211
NA,beaufort_sea,2016-03-01,-139.95544894005224,70.15523406513236,-2162500.0,187500.0,3,1.0,0.8460000157356262,61
NA,beaufort_sea,2016-03-10,-127.83276127148022,70.75366556255838,-2087500.0,-262500.0,3,1.0,0.9049999713897705,70
NA,beaufort_sea,2016-03-11,-129.80557109226518,71.04964959010793,-2062500.0,-187500.0,3,1.0,0.906000018119812,71
NA,beaufort_sea,2016-04-07,-139.2484545293613,69.94980958328809,-2187500.0,162500.0,4,1.0,0.8519999980926514,98
NA,beaufort_sea,2016-05-21,-142.61854648756895,71.86898212087108,-1962500.0,262500.0,5,1.0,0.6700000166893005,142
NA,beaufort_sea,2017-04-08,-140.67741666204537,70.35775401879738,-2137500.0,212500.0,4,1.0,0.8610000014305115,98
132,beaufort_sea,2017-05-25,-125.8376529542783,72.02614964299937,-1937500.0,-312500.0,5,1.0,0.5130000114440918,145
NA,beaufort_sea,2017-06-05,-120.18368065722235,71.65135427984181,-1937500.0,-512500.0,6,0.867,0.625,156
NA,beaufort_sea,2017-06-26,-138.3664606634298,72.44767837918818,-1912500.0,112500.0,6,0.96,0.6299999952316284,177
NA,beaufort_sea,2017-08-21,-126.6456491646203,73.43382242142332,-1787500.0,-262500.0,8,1.0,0.6480000019073486,233
NA,beaufort_sea,2017-08-26,-158.66314070819436,78.82161953457607,-1112500.0,487500.0,8,1.0,0.6259999871253967,238
134,beaufort_sea,2017-09-25,-148.07912378006682,78.31111945065037,-1237500.0,287500.0,9,0.6,0.5630000233650208,268
NA,beaufort_sea,2018-08-13,-126.66563548264216,71.8377223012713,-1962500.0,-287500.0,8,1.0,0.7210000157356262,225
NA,beaufort_sea,2019-03-18,-128.43123587817888,71.003583622892,-2062500.0,-237500.0,3,1.0,0.9089999794960022,77
137,beaufort_sea,2019-03-19,-129.11755440990464,71.02795656503653,-2062500.0,-212500.0,3,1.0,0.9240000247955322,78
NA,beaufort_sea,2019-03-25,-129.18751761688728,70.804440534365,-2087500.0,-212500.0,3,1.0,0.9459999799728394,84
NA,beaufort_sea,2019-05-24,-129.40066066347944,72.3947678632918,-1912500.0,-187500.0,5,1.0,0.7070000171661377,144
139,beaufort_sea,2019-08-08,-131.39872188277656,73.5752989316775,-1787500.0,-112500.0,8,1.0,0.675000011920929,220
NA,beaufort_sea,2020-06-21,-146.70057946281582,70.27439800911385,-2112500.0,437500.0,6,1.0,0.7289999723434448,173
140,beaufort_sea,2020-07-08,-142.5729486405434,70.05737285048592,-2162500.0,287500.0,7,1.0,0.47600001096725464,190
141,beaufort_sea,2020-08-08,-150.17992743452623,74.66490739686482,-1612500.0,437500.0,8,1.0,0.6439999938011169,221
142,beaufort_sea,2021-04-27,-140.61220322932488,70.13458850929605,-2162500.0,212500.0,4,1.0,0.8690000176429749,117
NA,beaufort_sea,2021-07-01,-127.65877418863585,71.19951479004544,-2037500.0,-262500.0,7,0.68,0.4399999976158142,182
144,beaufort_sea,2021-07-18,-136.7569883099082,71.34239041021729,-2037500.0,62500.0,7,0.92,0.781000018119812,199
145,beaufort_sea,2022-03-02,-141.34019174590992,70.33427169714388,-2137500.0,237500.0,3,1.0,0.8870000243186951,61
146,beaufort_sea,2022-05-23,-132.68293761412866,70.21212906168073,-2162500.0,-87500.0,5,1.0,0.9070000052452087,143
NA,beaufort_sea,2022-07-14,-148.94572888364723,72.41826279379687,-1862500.0,462500.0,7,1.0,0.8399999737739563,195
NA,bering_strait,2003-05-02,-177.3974377975002,65.22113240670635,-2012500.0,1837500.0,5,1.0,0.9020000100135803,122
NA,bering_strait,2003-06-10,-176.61144300927648,65.51648620964119,-2012500.0,1787500.0,6,1.0,0.6800000071525574,161
NA,bering_strait,2003-08-04,-177.06432655357884,71.04964959010793,-1537500.0,1387500.0,8,1.0,0.5690000057220459,216
NA,bering_strait,2004-03-28,-174.61629832318823,59.411564255219915,-2612500.0,2162500.0,3,0.56,0.4659999907016754,88
155,bering_strait,2004-06-20,-168.41938081777187,69.87844540882928,-1837500.0,1212500.0,6,0.52,0.48500001430511475,172
157,bering_strait,2005-03-03,-171.7405620201212,60.00562854443666,-2662500.0,1987500.0,3,0.96,0.6439999938011169,62
NA,bering_strait,2005-06-28,-165.3355385115889,72.0923095427591,-1687500.0,987500.0,6,0.64,0.7680000066757202,179
158,bering_strait,2005-07-05,-170.13419305691565,71.11761231909615,-1687500.0,1187500.0,7,0.96,0.7310000061988831,186
449,bering_strait,2005-07-09,-164.33789365467393,72.00893308869686,-1712500.0,962500.0,7,0.84,0.6069999933242798,190
